Voter_Id,Election_Year,State,Sex,Age_Range,Candidate_Supported,perceptions_of_electoral_integrity_index,State_Electoral_Integrity,National_Electoral_Integrity,Laws_Discriminated,Laws_Favored_Incumbent,Laws_Restricted_Citizen_Rights,Electoral_Laws_Index,Election_Managed_Well,Voting_Information_Available,Election_Officials_Fair,Election_Followed_Law,Election_Procedures_Index,Boundaries_Discriminated,Boundaries_Favored_Incumbent,Boundaries_Impartial,Voting_District_Boundaries_Index,Citizens_Not_Found_in_Register,Register_Inaccurate,Ineligible_Voters_Registered,Voter_Registration_Index,Opposition_Prevented,Women_Provided_Opportunity,Leaders_Selected_Candidates,Campaign_Rallies_Restricted,Party/Candidate_Registration_Index,Newspapers_Balanced,Television_Favored_Incumbent,Media_Access_Fair,Media_Coverage_Fair,Social_Media_Exposed_Fraud,Media_Coverage_Index,Subsidy_Access_Fair,Donation_Access_Fair,Campaign_Accounts_Transparent,Elections_Bought_by_Rich,Resources_Improperly_Used,Campaign_Finance_Index,Voters_Threatened_with_Violence,Fradulent_Votes_Cast,Voting_Process_Easy,Choice_of_Candidates,Postal_Ballots_Available,Disabled_Provided_Access,Expatriates_Able_to_Vote,Internet_Ballots_Available,Voting_Process_Index,Ballot_Boxes_Secure,Results_Announced_Without_Delay,Vote_Count_Fair,International_Monitors_Restricted,Domestic_Monitors_Restricted,Vote_Count_Index,Results_Challenged,Protests_Peaceful,Protests_Violent,Dispute_Resolved_in_Courts,Election_Results_Index,Authorities_Impartial,Information_Distributed,Authorities_Scrutinized,Authorities_Performed_Well,Electoral_Authorities_Index,Election_Rigged,Deadlines_Restrictive,Voters_Waited,Voters_Intimidated,Multiple_Ballots_Cast,Machines_Accurate,Records_Secure,Votes_Counted_Quickly,Outcome_Reflected_Popular_Will
CLI-2026-04,2016,Indiana,Male,60-69,Clinton,59.11,,9,Agree,Agree,Agree,25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Agree,Neither Agree Nor Disagree,33.33,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,50,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,35,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,35,Disagree,Disagree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree,Strongly Disagree,78.44,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Disagree,Strongly Agree,Strongly Disagree,Don't Know,60.94,Agree,Strongly Agree,Agree,Strongly Agree,87.5,Strongly Disagree,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
N/A,2016,Indiana,Male,40-49,,65.15,8,8,Agree,Agree,Agree,25,Agree,Disagree,Strongly Agree,Strongly Agree,75,Agree,Strongly Agree,Strongly Disagree,8.33,Strongly Agree,Agree,Don't Know,30.42,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,85,Agree,Neither Agree Nor Disagree,Strongly Agree,Agree,Agree,75,Agree,Agree,Agree,Disagree,Agree,65,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,65.63,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Not Applicable,90.25,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,75,Agree,Strongly Agree,Agree,Neither Agree Nor Disagree,75,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Indiana,Female,50-59,Clinton,46.12,7,6,Agree,Agree,Agree,25,Agree,Agree,Agree,Agree,75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Agree,Disagree,41.67,Don't Know,Agree,Agree,Disagree,52,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,20,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,Agree,Don't Know,38.25,Don't Know,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,48.28,Agree,Agree,Agree,Don't Know,Don't Know,71,Disagree,Agree,Disagree,Not Applicable,60.63,Disagree,Agree,Neither Agree Nor Disagree,Agree,56.25,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree
CLI-2026-04,2016,Indiana,Male,60-69,Clinton,63.52,5,3,Strongly Disagree,Strongly Agree,Strongly Agree,33.33,Agree,Agree,Agree,Agree,75,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,33.33,Don't Know,Don't Know,Don't Know,57.08,Don't Know,Agree,Neither Agree Nor Disagree,Strongly Disagree,74.75,Agree,Disagree,Agree,Agree,Don't Know,66.25,Don't Know,Strongly Disagree,Strongly Disagree,Strongly Disagree,Don't Know,41.25,Agree,Don't Know,Strongly Agree,Strongly Agree,Don't Know,Agree,Agree,Don't Know,68.44,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,87,Don't Know,Agree,Strongly Disagree,Don't Know,65.31,Agree,Don't Know,Don't Know,Agree,71.56,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Don't Know,Don't Know,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,Indiana,Female,40-49,Clinton,50.26,8,6,Agree,Strongly Agree,Agree,16.67,Agree,Agree,Agree,Agree,75,Agree,Strongly Agree,Disagree,16.67,Strongly Agree,Agree,Don't Know,33.75,Disagree,Agree,Disagree,Disagree,75,Agree,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,50,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Agree,Agree,25,Don't Know,Don't Know,Neither Agree Nor Disagree,Agree,Strongly Disagree,Neither Agree Nor Disagree,Agree,Strongly Disagree,50.16,Agree,Agree,Don't Know,Don't Know,Disagree,72,Disagree,Strongly Agree,Agree,Agree,43.75,Agree,Agree,Neither Agree Nor Disagree,Agree,68.75,Disagree,Strongly Agree,Disagree,Don't Know,Disagree,Don't Know,Agree,Strongly Agree,Agree
N/A,2016,Indiana,Male,50-59,,65.82,7,7,Strongly Disagree,Neither Agree Nor Disagree,Strongly Agree,50,Agree,Strongly Agree,Agree,Strongly Agree,87.5,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,16.67,Agree,Agree,Agree,25,Disagree,Strongly Agree,Disagree,Don't Know,86.5,Agree,Disagree,Strongly Agree,Neither Agree Nor Disagree,Don't Know,68.5,Agree,Agree,Neither Agree Nor Disagree,Strongly Disagree,Don't Know,68,Don't Know,Don't Know,Agree,Agree,Agree,Agree,Agree,Disagree,67.03,Don't Know,Agree,Agree,Don't Know,Don't Know,69.75,Strongly Disagree,Agree,Disagree,Strongly Agree,75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Neither Agree Nor Disagree,Don't Know,Strongly Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree
STE-2026-01,2016,Iowa,Male,40-49,Stein,63.47,9,5,Agree,Agree,Disagree,41.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Agree,Neither Agree Nor Disagree,50,Don't Know,Don't Know,Neither Agree Nor Disagree,44.17,Disagree,Strongly Agree,Agree,Disagree,70,Agree,Neither Agree Nor Disagree,Agree,Agree,Disagree,60,Not Applicable,Disagree,Disagree,Agree,Disagree,40.5,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,53.13,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,85,Disagree,Agree,Strongly Disagree,Agree,68.75,Agree,Agree,Agree,Strongly Agree,81.25,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
N/A,2016,Iowa,Male,30-39,,,10,6,Disagree,Neither Agree Nor Disagree,Disagree,66.67,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Strongly Agree,83.33,Don't Know,Don't Know,Don't Know,,Don't Know,Agree,Neither Agree Nor Disagree,Don't Know,,Agree,Neither Agree Nor Disagree,Agree,Agree,Don't Know,,Agree,Agree,Agree,Not Applicable,Don't Know,,Don't Know,Don't Know,Agree,Agree,Agree,Agree,Agree,Disagree,,Agree,Agree,Agree,Don't Know,Don't Know,,Don't Know,Agree,Disagree,Don't Know,,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Don't Know,Don't Know,Don't Know,Agree,Agree,Agree,Agree
CLI-2026-04,2016,Iowa,Male,70-79,Clinton,73.16,10,8,Disagree,Neither Agree Nor Disagree,Disagree,66.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Neither Agree Nor Disagree,Strongly Agree,83.33,Don't Know,Don't Know,Don't Know,61.67,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,90,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Don't Know,81,Don't Know,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,54,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,37.5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Agree,Strongly Disagree,Neither Agree Nor Disagree,68.75,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,87.5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
CLI-2026-04,2016,Iowa,Female,60-69,Clinton,76.86,10,7,Agree,Agree,Strongly Disagree,50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Strongly Agree,100,Disagree,Agree,Disagree,58.33,Disagree,Agree,Disagree,Disagree,75,Agree,Disagree,Agree,Agree,Strongly Disagree,60,Agree,Agree,Don't Know,Disagree,Don't Know,65.25,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,84.38,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,90,Strongly Disagree,Agree,Strongly Disagree,Not Applicable,72.5,Strongly Agree,Agree,Agree,Agree,81.25,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
CLI-2026-04,2016,Iowa,Male,70-79,Clinton,79.82,10,3,Strongly Agree,Strongly Agree,Strongly Disagree,33.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Disagree,Strongly Agree,83.33,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Disagree,Agree,Neither Agree Nor Disagree,Strongly Disagree,60,Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,80,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,60,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Disagree,85.78,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,68.75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Iowa,Female,40-49,Clinton,75.48,9,8,Disagree,Agree,Agree,41.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Disagree,Agree,75,Disagree,Disagree,Disagree,75,Disagree,Agree,Disagree,Disagree,75,Disagree,Don't Know,Agree,Disagree,Disagree,43,Not Applicable,Agree,Agree,Disagree,Disagree,72.25,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Not Applicable,83.91,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Disagree,90.25,Disagree,Agree,Disagree,Agree,62.5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
CLI-2026-04,2016,Iowa,Male,50-59,Clinton,81.17,10,8,Agree,Strongly Disagree,Strongly Disagree,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Strongly Disagree,66.67,Don't Know,Don't Know,Don't Know,60,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,60,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,70,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,87.5,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,89.5,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,68.75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Iowa,Female,50-59,Clinton,61.76,8,5,Agree,Disagree,Disagree,58.33,Agree,Agree,Agree,Agree,75,Agree,Neither Agree Nor Disagree,Disagree,33.33,Agree,Agree,Agree,25,Disagree,Agree,Disagree,Strongly Disagree,80,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,Agree,65,Not Applicable,Disagree,Agree,Neither Agree Nor Disagree,Disagree,54,Don't Know,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,63.13,Agree,Agree,Agree,Don't Know,Disagree,73.25,Don't Know,Strongly Agree,Disagree,Don't Know,52.5,Agree,Agree,Agree,Agree,75,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree
N/A,2016,Iowa,Male,70-79,,,9,9,Strongly Disagree,Disagree,Strongly Disagree,91.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Disagree,Agree,83.33,Disagree,Agree,Disagree,58.33,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,95,Neither Agree Nor Disagree,Disagree,Agree,Agree,Neither Agree Nor Disagree,65,Not Applicable,Agree,Agree,Disagree,Disagree,,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Not Applicable,,Strongly Agree,Agree,,Not Applicable,Disagree,,Strongly Disagree,Agree,Disagree,Neither Agree Nor Disagree,62.5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
N/A,2016,Kansas,Female,30-39,,45.41,7,7,Neither Agree Nor Disagree,Agree,Agree,33.33,Disagree,Disagree,Disagree,Disagree,25,Agree,Agree,Disagree,25,Agree,Neither Agree Nor Disagree,Strongly Disagree,58.33,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,55,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,40,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,55,Agree,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,40.63,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,60,Disagree,Agree,Disagree,Neither Agree Nor Disagree,56.25,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,43.75,Neither Agree Nor Disagree,Agree,Agree,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,Kansas,Male,70-79,Clinton,70.94,9,8,Neither Agree Nor Disagree,Agree,Agree,33.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Disagree,Agree,75,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Disagree,Agree,Disagree,Strongly Disagree,80,Agree,Neither Agree Nor Disagree,Agree,Agree,Don't Know,61,Not Applicable,Neither Agree Nor Disagree,Agree,Disagree,Disagree,63,Strongly Disagree,Strongly Disagree,Agree,Neither Agree Nor Disagree,Agree,Don't Know,Agree,Not Applicable,70,Strongly Agree,Disagree,Strongly Agree,Don't Know,Don't Know,74.25,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,81.25,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Neither Agree Nor Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
CLI-2026-04,2016,Kansas,Male,50-59,Clinton,77.68,9,10,Disagree,Disagree,Agree,58.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Disagree,Agree,75,Strongly Agree,Disagree,Strongly Disagree,58.33,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,75,Strongly Agree,Disagree,Disagree,Agree,Disagree,50,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,81.25,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Strongly Disagree,93,Strongly Disagree,Strongly Agree,Strongly Disagree,Not Applicable,66.56,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Agree,81.25,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,Kansas,Female,30-39,Clinton,53.06,7,7,Agree,Strongly Agree,Agree,16.67,Strongly Agree,Agree,Agree,Agree,81.25,Agree,Agree,Strongly Disagree,16.67,Agree,Agree,Disagree,41.67,Neither Agree Nor Disagree,Agree,Disagree,Disagree,70,Neither Agree Nor Disagree,Disagree,Agree,Disagree,Disagree,50,Agree,Agree,Agree,Agree,Neither Agree Nor Disagree,60,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,65.63,Agree,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,55,Agree,Disagree,Disagree,Agree,62.5,Disagree,Disagree,Disagree,Disagree,25,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree
CLI-2026-04,2016,Kentucky,Female,70-79,Clinton,56.05,5,3,Agree,Strongly Agree,Strongly Agree,8.33,Agree,Agree,Agree,Agree,75,Agree,Agree,Neither Agree Nor Disagree,33.33,Don't Know,Don't Know,Don't Know,52.92,Don't Know,Agree,Disagree,Don't Know,73.75,Strongly Disagree,Neither Agree Nor Disagree,Don't Know,Strongly Disagree,Don't Know,24.75,Don't Know,Don't Know,Neither Agree Nor Disagree,Strongly Agree,Don't Know,39.75,Don't Know,Don't Know,Strongly Agree,Agree,Agree,Agree,Don't Know,Disagree,71.88,Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,77.5,Don't Know,Strongly Agree,Disagree,Don't Know,52.19,Agree,Agree,Agree,Agree,75,Agree,Don't Know,Don't Know,Neither Agree Nor Disagree,Don't Know,Agree,Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Kentucky,Male,60-69,Clinton,59.9,9,8,Disagree,Agree,Strongly Disagree,66.67,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Agree,Agree,Disagree,25,Agree,Agree,Neither Agree Nor Disagree,33.33,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,20,Neither Agree Nor Disagree,Disagree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,50,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Agree,Disagree,Neither Agree Nor Disagree,Strongly Agree,Agree,Disagree,59.38,Neither Agree Nor Disagree,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,60,Don't Know,Don't Know,Strongly Disagree,Don't Know,71.56,Strongly Agree,Disagree,Don't Know,Strongly Agree,74.69,Strongly Disagree,Disagree,Don't Know,Don't Know,Don't Know,Strongly Agree,Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Kentucky,Female,30-39,Clinton,66.68,5,8,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Strongly Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,37.5,Strongly Disagree,Agree,Neither Agree Nor Disagree,58.33,Don't Know,Don't Know,Don't Know,45.83,,Strongly Agree,Strongly Disagree,Don't Know,84.75,Neither Agree Nor Disagree,Don't Know,Agree,Agree,Don't Know,56.75,Agree,Agree,Agree,Disagree,Strongly Disagree,80,Don't Know,Neither Agree Nor Disagree,Agree,Disagree,Don't Know,Don't Know,Agree,Disagree,58.75,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,90.5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,87.5,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,62.5,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,Kentucky,Male,40-49,Clinton,67.35,9,8,Disagree,Agree,Disagree,58.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Agree,Neither Agree Nor Disagree,Disagree,50,Disagree,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,80,Agree,Disagree,Strongly Agree,Agree,Disagree,70,Strongly Agree,Agree,Disagree,Agree,Disagree,60,Disagree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Disagree,53.13,Agree,Strongly Agree,Agree,Disagree,Disagree,80,Strongly Disagree,Agree,Disagree,Strongly Agree,75,Agree,Agree,Agree,Strongly Agree,81.25,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree
N/A,2016,Louisiana,Male,60-69,,77.6,9,9,Agree,Disagree,Strongly Disagree,66.67,Agree,Agree,Agree,Strongly Agree,81.25,Disagree,Agree,Disagree,41.67,Disagree,Disagree,Agree,58.33,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,65,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Agree,Neither Agree Nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,68.75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Disagree,Strongly Disagree,Don't Know,88.13,Agree,Disagree,Agree,Agree,62.5,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Louisiana,Male,50-59,Clinton,66.84,8,7,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Agree,Agree,Agree,Agree,75,Don't Know,Neither Agree Nor Disagree,Neither Agree Nor Disagree,44.17,Don't Know,Disagree,Disagree,61.67,Disagree,Agree,Don't Know,Disagree,75.75,Agree,Disagree,Agree,Strongly Agree,Disagree,70,Don't Know,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,55.5,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,68.75,Agree,Agree,Agree,Don't Know,Don't Know,75.25,Disagree,Disagree,Disagree,Agree,75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Louisiana,Male,70-79,Clinton,85.36,10,10,Strongly Disagree,Agree,Disagree,66.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Disagree,Agree,75,Disagree,Strongly Disagree,Strongly Disagree,91.67,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Agree,Neither Agree Nor Disagree,70,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,90,Don't Know,Strongly Disagree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,Strongly Disagree,77.03,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,85,Strongly Disagree,Strongly Disagree,Strongly Disagree,Don't Know,91.56,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Louisiana,Female,40-49,Clinton,53.01,9,8,Disagree,Agree,Strongly Agree,33.33,Disagree,Disagree,Neither Agree Nor Disagree,Agree,43.75,Strongly Agree,Agree,Disagree,16.67,Don't Know,Don't Know,Don't Know,46.25,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,50,Agree,Don't Know,Agree,Agree,Agree,72.75,Neither Agree Nor Disagree,Strongly Disagree,Agree,Agree,Neither Agree Nor Disagree,40,Neither Agree Nor Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Don't Know,Don't Know,Strongly Disagree,69.06,Agree,Agree,Agree,Don't Know,Don't Know,73.5,Strongly Disagree,Agree,Agree,Neither Agree Nor Disagree,50,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree
STE-2026-01,2016,Louisiana,Male,30-39,Stein,70.46,9,8,Disagree,Disagree,Strongly Disagree,83.33,Agree,Agree,Agree,Agree,75,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,58.33,Don't Know,Don't Know,Agree,40,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Neither Agree Nor Disagree,Disagree,Agree,Neither Agree Nor Disagree,Don't Know,58.75,Don't Know,Agree,Strongly Agree,Strongly Disagree,Don't Know,80,Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Agree,Agree,Strongly Disagree,59.38,Don't Know,Agree,Agree,Don't Know,Disagree,75.5,Disagree,Don't Know,Disagree,Don't Know,70.63,Agree,Agree,Don't Know,Agree,75.94,Strongly Disagree,Disagree,Don't Know,Don't Know,Don't Know,Agree,Agree,Agree,Strongly Agree
